id,text,author_id,created_at,public_metrics,reply_settings,entities,possibly_sensitive,edit_history_tweet_ids,source,lang,referenced_tweets,conversation_id,in_reply_to_user_id,attachments,predictions
261602881499697153,"Also, obligatory hurricane sandy vagina joke.",193151447,2012-10-25T22:59:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,,False,['261602881499697153'],Twitter for Android,en,,261602881499697153,,,1
261602879012495360,Thank god this tropical storm is going to bring a clod front after #hoodieweather 😍,88529309,2012-10-25T22:59:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,"{'hashtags': [{'start': 67, 'end': 81, 'tag': 'hoodieweather'}]}",False,['261602879012495360'],Twitter for iPhone,en,,261602879012495360,,,1
261602876546244609,They A DAMN Lie If They Think Im Going To School In A Hurricane Tomorrow !!!!!!!!!,38584717,2012-10-25T22:59:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,False,['261602876546244609'],Twitter Web Client,en,,261602876546244609,,,1
261602873023021056,RT @SeaShepherd: Taiji: 10 killing boats at sea. Some killers staying at fishermans union for cleanup after yesterday's slaughter. #twee ...,19474180,2012-10-25T22:59:19.000Z,"{'retweet_count': 64, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 3, 'end': 15, 'username': 'seashepherd', 'id': '17156000'}], 'annotations': [{'start': 17, 'end': 21, 'probability': 0.4478, 'type': 'Other', 'normalized_text': 'Taiji'}]}",False,['261602873023021056'],Twitter Web Client,en,"[{'type': 'retweeted', 'id': '261579722998284288'}]",261602873023021056,,,1
261602869986340865,@lysssa__ lol so u worried about that hurricane or what?,420828001,2012-10-25T22:59:19.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 0, 'end': 9, 'username': 'lysssa__', 'id': '308854134'}]}",False,['261602869986340865'],Twitter for Android,en,"[{'type': 'replied_to', 'id': '261601513972056065'}]",261559425947561984,308854134.0,,1
261602865401958400,"RT @NHProblems: Earthquake, planes crash landing on 93, and a huge hurricane nor'easter super storm on its way... Just another week in t ...",64495673,2012-10-25T22:59:18.000Z,"{'retweet_count': 242, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 3, 'end': 14, 'username': 'nhproblems', 'id': '487244202'}]}",False,['261602865401958400'],Twitter for iPhone,en,"[{'type': 'retweeted', 'id': '261599900486209536'}]",261602865401958400,,,1
261602864063971331,Hurricane Sandy threatens U.S. East Coast http://t.co/AflNP6hC,421794008,2012-10-25T22:59:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 42, 'end': 62, 'url': 'http://t.co/AflNP6hC', 'expanded_url': 'http://jmp.io/QSQ', 'display_url': 'jmp.io/QSQ'}], 'annotations': [{'start': 0, 'end': 14, 'probability': 0.3473, 'type': 'Place', 'normalized_text': 'Hurricane Sandy'}, {'start': 26, 'end': 29, 'probability': 0.9175, 'type': 'Place', 'normalized_text': 'U.S.'}, {'start': 31, 'end': 40, 'probability': 0.8033, 'type': 'Place', 'normalized_text': 'East Coast'}]}",False,['261602864063971331'],JumpLink,en,,261602864063971331,,,1
261602862788927488,RT @jacquiecharles: #Haiti Office of Disaster says #sandy has left 9 people dead; five in the south; 3 in west and 1 in Grand Anse. @cmo ...,21399864,2012-10-25T22:59:17.000Z,"{'retweet_count': 30, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 3, 'end': 18, 'username': 'Jacquiecharles', 'id': '15360434'}], 'hashtags': [{'start': 20, 'end': 26, 'tag': 'Haiti'}, {'start': 51, 'end': 57, 'tag': 'sandy'}], 'annotations': [{'start': 21, 'end': 25, 'probability': 0.9619, 'type': 'Place', 'normalized_text': 'Haiti'}, {'start': 37, 'end': 44, 'probability': 0.3811, 'type': 'Other', 'normalized_text': 'Disaster'}, {'start': 120, 'end': 129, 'probability': 0.9159, 'type': 'Place', 'normalized_text': 'Grand Anse'}]}",False,['261602862788927488'],Twitter Web Client,en,"[{'type': 'retweeted', 'id': '261602665266565120'}]",261602862788927488,,,1
261602860377186306,#buenasnoches Provides anyone attempted this kind of?   http://t.co/RDuLbydM,904819080,2012-10-25T22:59:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 56, 'end': 76, 'url': 'http://t.co/RDuLbydM', 'expanded_url': 'http://bit.ly/P652rl', 'display_url': 'bit.ly/P652rl'}], 'hashtags': [{'start': 0, 'end': 13, 'tag': 'buenasnoches'}], 'annotations': [{'start': 1, 'end': 12, 'probability': 0.5699, 'type': 'Other', 'normalized_text': 'buenasnoches'}]}",False,['261602860377186306'],Mobile Web,en,,261602860377186306,,,1
261602853125242880,some parts of Jamaica don't have no lights becuz of the hurricane ! Poor jamaica ! :(,134675609,2012-10-25T22:59:15.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 14, 'end': 20, 'probability': 0.9688, 'type': 'Place', 'normalized_text': 'Jamaica'}, {'start': 73, 'end': 79, 'probability': 0.4446, 'type': 'Other', 'normalized_text': 'jamaica'}]}",False,['261602853125242880'],Twitter for Android,en,,261602853125242880,,,1
261602852101828608,"If we do get hit by this Hurricane over the late weekend, who wants to see a TIME LAPSE!?",287301855,2012-10-25T22:59:14.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",everyone,"{'annotations': [{'start': 25, 'end': 33, 'probability': 0.4456, 'type': 'Other', 'normalized_text': 'Hurricane'}]}",False,['261602852101828608'],Facebook,en,,261602852101828608,,,1
261602851619479552,RT @jacquiecharles: #Haiti Office of Disaster says #sandy has left 9 people dead; five in the south; 3 in west and 1 in Grand Anse. @cmo ...,361817092,2012-10-25T22:59:14.000Z,"{'retweet_count': 30, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 3, 'end': 18, 'username': 'Jacquiecharles', 'id': '15360434'}], 'hashtags': [{'start': 20, 'end': 26, 'tag': 'Haiti'}, {'start': 51, 'end': 57, 'tag': 'sandy'}], 'annotations': [{'start': 21, 'end': 25, 'probability': 0.9619, 'type': 'Place', 'normalized_text': 'Haiti'}, {'start': 37, 'end': 44, 'probability': 0.3811, 'type': 'Other', 'normalized_text': 'Disaster'}, {'start': 120, 'end': 129, 'probability': 0.9159, 'type': 'Place', 'normalized_text': 'Grand Anse'}]}",False,['261602851619479552'],TweetDeck,en,"[{'type': 'retweeted', 'id': '261602665266565120'}]",261602851619479552,,,1
261602850663190529,Hurricane Sandy threatens U.S. after hammering Cuba .. http://t.co/B35YY4oC,241538239,2012-10-25T22:59:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 55, 'end': 75, 'url': 'http://t.co/B35YY4oC', 'expanded_url': 'http://tinyurl.com/bqcy2zf', 'display_url': 'tinyurl.com/bqcy2zf'}], 'annotations': [{'start': 0, 'end': 14, 'probability': 0.314, 'type': 'Place', 'normalized_text': 'Hurricane Sandy'}, {'start': 26, 'end': 29, 'probability': 0.97, 'type': 'Place', 'normalized_text': 'U.S.'}, {'start': 47, 'end': 50, 'probability': 0.9587, 'type': 'Place', 'normalized_text': 'Cuba'}]}",False,['261602850663190529'],WordTwit Plugin,en,,261602850663190529,,,1
261602849912414208,"Residents in Possible Path of Sandy Urged to Prepare, Include Pets in Disaster Plans: http://t.co/3jhAMrj1 (via @HumaneSociety)",878709847,2012-10-25T22:59:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,"{'urls': [{'start': 86, 'end': 106, 'url': 'http://t.co/3jhAMrj1', 'expanded_url': 'http://www.humanesociety.org/news/press_releases/2012/10/hurricane-sandy-pet-disaster-plans-102512.html?utm_source=dlvr.it&utm_medium=twitter#.UInDywTNxZ8.twitter', 'display_url': 'humanesociety.org/news/press_rel…'}], 'mentions': [{'start': 112, 'end': 126, 'username': 'HumaneSociety', 'id': '15769327'}]}",False,['261602849912414208'],Twitter for Websites,en,,261602849912414208,,,1
261602847307735040,Seriously hurricane?? You can't wait just a liiiiiittle longer til Ian gets back from deployment?? #pleasegoaway,350526141,2012-10-25T22:59:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'hashtags': [{'start': 99, 'end': 112, 'tag': 'pleasegoaway'}], 'annotations': [{'start': 10, 'end': 18, 'probability': 0.4714, 'type': 'Other', 'normalized_text': 'hurricane'}, {'start': 67, 'end': 69, 'probability': 0.5564, 'type': 'Person', 'normalized_text': 'Ian'}]}",False,['261602847307735040'],Twitter for Android,en,,261602847307735040,,,1
261602844224917505,@abiskates22 its a hurricane blizzard!!!!,286469103,2012-10-25T22:59:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,False,['261602844224917505'],Twitter Web Client,en,"[{'type': 'replied_to', 'id': '261602445656985600'}]",261602445656985600,118848159.0,,1
261602841628659712,"@IT_AndrewC Mother Nature isn't giving treats, just tricks. http://t.co/l8zNxJpg",273042317,2012-10-25T22:59:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 60, 'end': 80, 'url': 'http://t.co/l8zNxJpg', 'expanded_url': 'http://m.washingtonpost.com/national/trick-no-treat-forecasters-predict-pre-halloween-freak-hurricane-winter-storm-mix-for-east/2012/10/25/4934cd26-1e6e-11e2-8817-41b9a7aaabc7_story.html', 'display_url': 'm.washingtonpost.com/national/trick…'}]}",False,['261602841628659712'],Twitter for iPhone,en,,261602841628659712,181395652.0,,1
261602838302564352,"RT @NHProblems: Earthquake, planes crash landing on 93, and a huge hurricane nor'easter super storm on its way... Just another week in t ...",89071773,2012-10-25T22:59:11.000Z,"{'retweet_count': 242, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 3, 'end': 14, 'username': 'nhproblems', 'id': '487244202'}]}",False,['261602838302564352'],Echofon,en,"[{'type': 'retweeted', 'id': '261599900486209536'}]",261602838302564352,,,1
261602833621729280,RT @damenlimerick: Its about to be hurricane halloween parties woo hoo.,450053062,2012-10-25T22:59:10.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 35, 'end': 53, 'probability': 0.5539, 'type': 'Other', 'normalized_text': 'hurricane halloween'}]}",False,['261602833621729280'],Twitter for iPhone,en,"[{'type': 'retweeted', 'id': '261597324726378496'}]",261602833621729280,,,1
261602832380215296,Hurricane Sandy makes landfall in Bahamas .. Error,241538239,2012-10-25T22:59:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 0, 'end': 14, 'probability': 0.3301, 'type': 'Other', 'normalized_text': 'Hurricane Sandy'}, {'start': 34, 'end': 40, 'probability': 0.9487, 'type': 'Place', 'normalized_text': 'Bahamas'}]}",False,['261602832380215296'],WordTwit Plugin,en,,261602832380215296,,,1
261602830618619904,"Even Dallas weather people are concerned for you, East Coast! Batten down the hatches for Snowicane Sandy.",21095241,2012-10-25T22:59:09.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 5, 'end': 10, 'probability': 0.9453, 'type': 'Place', 'normalized_text': 'Dallas'}, {'start': 50, 'end': 59, 'probability': 0.9303, 'type': 'Place', 'normalized_text': 'East Coast'}, {'start': 90, 'end': 104, 'probability': 0.5251, 'type': 'Other', 'normalized_text': 'Snowicane Sandy'}]}",False,['261602830618619904'],Twitter for iPhone,en,,261602830618619904,,,1
261602829796511744,RESIDENT'S Of The East Coast... SANDY Is Coming Towards You! Are You Ready?... http://t.co/2FE28U0S,455796144,2012-10-25T22:59:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 79, 'end': 99, 'url': 'http://t.co/2FE28U0S', 'expanded_url': 'http://fb.me/1WaE9wdQi', 'display_url': 'fb.me/1WaE9wdQi'}], 'annotations': [{'start': 18, 'end': 27, 'probability': 0.6214, 'type': 'Place', 'normalized_text': 'East Coast'}, {'start': 32, 'end': 36, 'probability': 0.4382, 'type': 'Other', 'normalized_text': 'SANDY'}]}",False,['261602829796511744'],Facebook,en,,261602829796511744,,,1
261602827682582529,RT @BriannaHorn9: Hurricane Tuesday= wild playoffs💦☔⚡☁,618512209,2012-10-25T22:59:09.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 3, 'end': 16, 'username': 'BriannaHorn9', 'id': '749860843'}], 'annotations': [{'start': 18, 'end': 34, 'probability': 0.6445, 'type': 'Other', 'normalized_text': 'Hurricane Tuesday'}]}",False,['261602827682582529'],Twitter for iPhone,en,"[{'type': 'retweeted', 'id': '261601432178929664'}]",261602827682582529,,,1
261602827342848000,If there is a hurricane on halloween i will be extremely depressed,293129563,2012-10-25T22:59:09.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,"{'annotations': [{'start': 27, 'end': 35, 'probability': 0.7673, 'type': 'Other', 'normalized_text': 'halloween'}]}",False,['261602827342848000'],Twitter for iPhone,en,,261602827342848000,,,1
261602823815438336,RT @thelede: Hurricane Sandy Threatens Northeast and Mid-Atlantic http://t.co/Do6IB6hQ,16426463,2012-10-25T22:59:08.000Z,"{'retweet_count': 10, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 66, 'end': 86, 'url': 'http://t.co/Do6IB6hQ', 'expanded_url': 'http://nyti.ms/RjfeN1', 'display_url': 'nyti.ms/RjfeN1'}], 'mentions': [{'start': 3, 'end': 11, 'username': 'thelede', 'id': '940340405740163072'}], 'annotations': [{'start': 13, 'end': 27, 'probability': 0.3548, 'type': 'Other', 'normalized_text': 'Hurricane Sandy'}, {'start': 53, 'end': 64, 'probability': 0.5748, 'type': 'Place', 'normalized_text': 'Mid-Atlantic'}]}",False,['261602823815438336'],TweetCaster for Android,en,"[{'type': 'retweeted', 'id': '261602612686749696'}]",261602823815438336,,,1
261602822804615168,A hurricane's coming......so my parents are staying on the boat......... #somethingisntright,208297718,2012-10-25T22:59:07.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,"{'hashtags': [{'start': 73, 'end': 92, 'tag': 'somethingisntright'}]}",False,['261602822804615168'],Twitter Web Client,en,,261602822804615168,,,1
261602818127953920,"@Toure what happens if Hurricane Sandy slams the NE? Low voter turnout in NJ, NY, or .... PA?",70095723,2012-10-25T22:59:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 0, 'end': 6, 'username': 'Toure', 'id': '18766459'}], 'annotations': [{'start': 23, 'end': 37, 'probability': 0.3052, 'type': 'Place', 'normalized_text': 'Hurricane Sandy'}, {'start': 74, 'end': 75, 'probability': 0.9072, 'type': 'Place', 'normalized_text': 'NJ'}, {'start': 78, 'end': 79, 'probability': 0.9429, 'type': 'Place', 'normalized_text': 'NY'}, {'start': 90, 'end': 91, 'probability': 0.8182, 'type': 'Place', 'normalized_text': 'PA'}]}",False,['261602818127953920'],Twitter for iPhone,en,"[{'type': 'replied_to', 'id': '261601972979896320'}]",261601972979896320,18766459.0,,1
261602816412504065,"@sjbryant thankfully Sandy went north of us, we are now heading down to Guatemala , Honduras and then the Panama Canal. Hope you are okay!",239783895,2012-10-25T22:59:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 0, 'end': 9, 'username': 'sjbryant', 'id': '20809569'}], 'annotations': [{'start': 21, 'end': 25, 'probability': 0.3406, 'type': 'Other', 'normalized_text': 'Sandy'}, {'start': 72, 'end': 80, 'probability': 0.9463, 'type': 'Place', 'normalized_text': 'Guatemala'}, {'start': 84, 'end': 91, 'probability': 0.9789, 'type': 'Place', 'normalized_text': 'Honduras'}, {'start': 106, 'end': 117, 'probability': 0.7871, 'type': 'Place', 'normalized_text': 'Panama Canal'}]}",False,['261602816412504065'],Twitter Web Client,en,"[{'type': 'replied_to', 'id': '261452186159042561'}]",261254171880206337,20809569.0,,1
261602814038519808,Big hurricane about to his us next week,743011112,2012-10-25T22:59:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,False,['261602814038519808'],Twitter for iPhone,en,,261602814038519808,,,1
261602811928788993,HD: ...INCREASING WINDS AND RAIN AS SANDY MOVES OVER BAHAMAS... .NEW INFORMATION... UPDATED STORM INFORMATION AND WIND  http://t.co/VFi3bCLX,40509326,2012-10-25T22:59:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 120, 'end': 140, 'url': 'http://t.co/VFi3bCLX', 'expanded_url': 'http://s3z.us/ag.htm', 'display_url': 's3z.us/ag.htm'}], 'annotations': [{'start': 53, 'end': 59, 'probability': 0.2696, 'type': 'Other', 'normalized_text': 'BAHAMAS'}]}",False,['261602811928788993'],HollywoodAlerts,en,,261602811928788993,,,1
261602810725023744,Hurricane Statement issued October 25 at 6:37PM EDT until further notice by NWS http://t.co/no4yjnHp,8472462,2012-10-25T22:59:05.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 80, 'end': 100, 'url': 'http://t.co/no4yjnHp', 'expanded_url': 'http://dlvr.it/2NMq75', 'display_url': 'dlvr.it/2NMq75'}], 'annotations': [{'start': 0, 'end': 18, 'probability': 0.4636, 'type': 'Other', 'normalized_text': 'Hurricane Statement'}, {'start': 76, 'end': 78, 'probability': 0.6212, 'type': 'Organization', 'normalized_text': 'NWS'}]}",False,['261602810725023744'],dlvr.it,en,,261602810725023744,,,1
261602809798086659,"RT @Persia_xo: Hey East Coast, if you haven't already heard about Hurricane Sandy, be on the look out! It's hitting us next week, so be  ...",223023397,2012-10-25T22:59:04.000Z,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 3, 'end': 13, 'username': 'Persia_xo', 'id': '365556336'}], 'annotations': [{'start': 19, 'end': 28, 'probability': 0.9346, 'type': 'Place', 'normalized_text': 'East Coast'}, {'start': 66, 'end': 80, 'probability': 0.5249, 'type': 'Other', 'normalized_text': 'Hurricane Sandy'}]}",False,['261602809798086659'],Janetter,en,"[{'type': 'retweeted', 'id': '261601521479847938'}]",261602809798086659,,,1
261602809651277824,Tropical Storm Watch issued October 25 at 6:37PM EDT until further notice by NWS http://t.co/8Uqd1iEK,8472462,2012-10-25T22:59:04.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 81, 'end': 101, 'url': 'http://t.co/8Uqd1iEK', 'expanded_url': 'http://dlvr.it/2NMq71', 'display_url': 'dlvr.it/2NMq71'}], 'annotations': [{'start': 0, 'end': 19, 'probability': 0.6218, 'type': 'Other', 'normalized_text': 'Tropical Storm Watch'}, {'start': 77, 'end': 79, 'probability': 0.6217, 'type': 'Organization', 'normalized_text': 'NWS'}]}",False,['261602809651277824'],dlvr.it,en,,261602809651277824,,,1
261602808355229696,Hurricane Statement issued October 25 at 6:28PM EDT until further notice by NWS http://t.co/RCv3hPS1,8472462,2012-10-25T22:59:04.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 80, 'end': 100, 'url': 'http://t.co/RCv3hPS1', 'expanded_url': 'http://dlvr.it/2NMq6t', 'display_url': 'dlvr.it/2NMq6t'}], 'annotations': [{'start': 0, 'end': 18, 'probability': 0.4561, 'type': 'Other', 'normalized_text': 'Hurricane Statement'}, {'start': 76, 'end': 78, 'probability': 0.618, 'type': 'Organization', 'normalized_text': 'NWS'}]}",False,['261602808355229696'],dlvr.it,en,,261602808355229696,,,1
261602807088545792,FE: ...INCREASING WINDS AND RAIN AS SANDY MOVES OVER BAHAMAS... .NEW INFORMATION... UPDATED STORM INFORMATION AND WIND  http://t.co/Tlz21UVf,38897458,2012-10-25T22:59:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 120, 'end': 140, 'url': 'http://t.co/Tlz21UVf', 'expanded_url': 'http://s3z.us/ag.htm', 'display_url': 's3z.us/ag.htm'}], 'annotations': [{'start': 53, 'end': 59, 'probability': 0.2862, 'type': 'Other', 'normalized_text': 'BAHAMAS'}]}",False,['261602807088545792'],FtLauderd_Alert,en,,261602807088545792,,,1
261602806971109376,Tropical Storm Warning issued October 25 at 6:28PM EDT until further notice by NWS http://t.co/QrmIwLug,8472462,2012-10-25T22:59:04.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 83, 'end': 103, 'url': 'http://t.co/QrmIwLug', 'expanded_url': 'http://dlvr.it/2NMq6m', 'display_url': 'dlvr.it/2NMq6m'}], 'annotations': [{'start': 0, 'end': 13, 'probability': 0.5684, 'type': 'Other', 'normalized_text': 'Tropical Storm'}, {'start': 79, 'end': 81, 'probability': 0.5512, 'type': 'Organization', 'normalized_text': 'NWS'}]}",False,['261602806971109376'],dlvr.it,en,,261602806971109376,,,1
261602806476197889,My grandmothers name is Sandy.. Something tells me this hurricane is noooottttt fuckin around,281767166,2012-10-25T22:59:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 24, 'end': 28, 'probability': 0.7354, 'type': 'Other', 'normalized_text': 'Sandy'}]}",False,['261602806476197889'],Twitter for iPhone,en,,261602806476197889,,,1
261602805842853888,My cousins are in the middle of a hurricane in the Bahamas.. Stay safe cuzzys love you 😘,578253041,2012-10-25T22:59:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 51, 'end': 57, 'probability': 0.9387, 'type': 'Place', 'normalized_text': 'Bahamas'}]}",False,['261602805842853888'],Twitter for iPhone,en,,261602805842853888,,,1
261602805775728640,Tropical Storm Watch issued October 25 at 6:28PM EDT until further notice by NWS http://t.co/Bi1UWZA2,8472462,2012-10-25T22:59:03.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 81, 'end': 101, 'url': 'http://t.co/Bi1UWZA2', 'expanded_url': 'http://dlvr.it/2NMq6b', 'display_url': 'dlvr.it/2NMq6b'}], 'annotations': [{'start': 0, 'end': 19, 'probability': 0.6253, 'type': 'Other', 'normalized_text': 'Tropical Storm Watch'}, {'start': 77, 'end': 79, 'probability': 0.6184, 'type': 'Organization', 'normalized_text': 'NWS'}]}",False,['261602805775728640'],dlvr.it,en,,261602805775728640,,,1
261602805087879170,Hurricane hitting the ec? Gdlk.,193151447,2012-10-25T22:59:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 0, 'end': 8, 'probability': 0.6095, 'type': 'Other', 'normalized_text': 'Hurricane'}]}",False,['261602805087879170'],Twitter for Android,en,,261602805087879170,,,1
261602804492271616,Hurricane Statement issued October 25 at 6:28PM EDT until further notice by NWS http://t.co/C4FQxCaW,8472462,2012-10-25T22:59:03.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 80, 'end': 100, 'url': 'http://t.co/C4FQxCaW', 'expanded_url': 'http://dlvr.it/2NMq6J', 'display_url': 'dlvr.it/2NMq6J'}], 'annotations': [{'start': 0, 'end': 18, 'probability': 0.4561, 'type': 'Other', 'normalized_text': 'Hurricane Statement'}, {'start': 76, 'end': 78, 'probability': 0.618, 'type': 'Organization', 'normalized_text': 'NWS'}]}",False,['261602804492271616'],dlvr.it,en,,261602804492271616,,,1
261602803296923648,Hurricane Statement issued October 25 at 6:28PM EDT until further notice by NWS http://t.co/F8tXI0cP,8472462,2012-10-25T22:59:03.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 80, 'end': 100, 'url': 'http://t.co/F8tXI0cP', 'expanded_url': 'http://dlvr.it/2NMq5y', 'display_url': 'dlvr.it/2NMq5y'}], 'annotations': [{'start': 0, 'end': 18, 'probability': 0.4561, 'type': 'Other', 'normalized_text': 'Hurricane Statement'}, {'start': 76, 'end': 78, 'probability': 0.618, 'type': 'Organization', 'normalized_text': 'NWS'}]}",False,['261602803296923648'],dlvr.it,en,,261602803296923648,,,1
261602801677901824,Tropical Storm Warning issued October 25 at 6:28PM EDT until further notice by NWS http://t.co/F9htkvJW,8472462,2012-10-25T22:59:02.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 83, 'end': 103, 'url': 'http://t.co/F9htkvJW', 'expanded_url': 'http://dlvr.it/2NMq56', 'display_url': 'dlvr.it/2NMq56'}], 'annotations': [{'start': 0, 'end': 13, 'probability': 0.5684, 'type': 'Other', 'normalized_text': 'Tropical Storm'}, {'start': 79, 'end': 81, 'probability': 0.5512, 'type': 'Organization', 'normalized_text': 'NWS'}]}",False,['261602801677901824'],dlvr.it,en,,261602801677901824,,,1
261602801245896704,'Frankenstorm' Predicted to Slam East Coast (A hurricane and winter storm hybrid will likely pound the region early... http://t.co/g1j1KoX0,760315758,2012-10-25T22:59:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 119, 'end': 139, 'url': 'http://t.co/g1j1KoX0', 'expanded_url': 'http://dlvr.it/2NMq4l', 'display_url': 'dlvr.it/2NMq4l'}], 'annotations': [{'start': 1, 'end': 12, 'probability': 0.5979, 'type': 'Other', 'normalized_text': 'Frankenstorm'}, {'start': 33, 'end': 42, 'probability': 0.6341, 'type': 'Place', 'normalized_text': 'East Coast'}]}",False,['261602801245896704'],dlvr.it,en,,261602801245896704,,,1
261602799014535170,"It's getting cold. Either there's a storm out there, or ""Winter Is Coming"". #Bahamas #Sandy",361817092,2012-10-25T22:59:02.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,"{'hashtags': [{'start': 76, 'end': 84, 'tag': 'Bahamas'}, {'start': 85, 'end': 91, 'tag': 'Sandy'}], 'annotations': [{'start': 57, 'end': 72, 'probability': 0.7378, 'type': 'Other', 'normalized_text': 'Winter Is Coming'}, {'start': 77, 'end': 83, 'probability': 0.9739, 'type': 'Place', 'normalized_text': 'Bahamas'}, {'start': 86, 'end': 90, 'probability': 0.528, 'type': 'Place', 'normalized_text': 'Sandy'}]}",False,['261602799014535170'],TweetDeck,en,,261602799014535170,,,1
